icon_filename,inferred_unit_key,status,non_tow_corps_keys,non_tow_corps_names,tow_keys,unit_names,original_pack,original_internal_icon_path,original_extracted_path,original_sha256
austria_gen_staff_010_2_0530_icon.tga,ntw3_gen_staff_010_2_0530,not_referenced_by_allowed_corps_or_tow_rows,,,,,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_010_2_0530_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_010_2_0530_icon.tga,bd113ca825f1e4526ec48ebb5a2a36b255bba9c3541cef56a1b4c06ab677ef18
austria_gen_staff_010_3_0525_icon.tga,ntw3_gen_staff_010_3_0525,not_referenced_by_allowed_corps_or_tow_rows,,,,,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_010_3_0525_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_010_3_0525_icon.tga,8e020446117278f08236be3b01a285c5171420adf15b42a230b629ca93cb9226
austria_gen_staff_010_4_0521_icon.tga,ntw3_gen_staff_010_4_0521,not_referenced_by_allowed_corps_or_tow_rows,,,,,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_010_4_0521_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_010_4_0521_icon.tga,4cab51e4b0138aab073e827e8ec3c0059f6b9b7ee12b228e5c52fb5008d7c16e
austria_gen_staff_010_5_0001_icon.tga,ntw3_gen_staff_010_5_0001,not_referenced_by_allowed_corps_or_tow_rows,,,,,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_010_5_0001_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_010_5_0001_icon.tga,86965e854dff49cf27dedc7db387c6180cb479ee22c1c9d09190d528bbbcf9c2
austria_gen_staff_010_6_0529_icon.tga,ntw3_gen_staff_010_6_0529,not_referenced_by_allowed_corps_or_tow_rows,,,,,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_010_6_0529_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_010_6_0529_icon.tga,4693a614bd4c5e2e330c93e13957362307ddbaf3a781638a1e14b455eea4b199
austria_gen_staff_017_2_0041_icon.tga,ntw3_gen_staff_017_2_0041,assigned_to_corps,ntw3_ac_b03_x6_017,7. Hohenzollern / Italien.L,ntw3_tow_b03_x8_039,Friedrich Xaver von Hohenzollern-Hechingen,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_017_2_0041_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_017_2_0041_icon.tga,2b41c54dbaa73cf42c4ca0cb3c1cc9f5b3f213a4a49199c01471912d8dfb0b6b
austria_gen_staff_018_0_0563_icon.tga,ntw3_gen_staff_018_0_0563,assigned_to_corps,ntw3_ac_b03_x6_018,10. Melas / Italien.R,ntw3_tow_b03_x8_039,Anton von Zach,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_018_0_0563_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_018_0_0563_icon.tga,2569804b9119f66ced5432e5104c9aaf1b3cce628d2c3ac74e189dd60419873c
austria_gen_staff_018_2_0042_icon.tga,ntw3_gen_staff_018_2_0042,assigned_to_corps,ntw3_ac_b03_x6_018,10. Melas / Italien.R,ntw3_tow_b03_x8_039,Michael von Melas,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_018_2_0042_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_018_2_0042_icon.tga,20a9221fb66bdd61e14f4585d0ae0996b837543901eec17628a2a2ffc67645bf
austria_gen_staff_019_0_0046_icon.tga,ntw3_gen_staff_019_0_0046,assigned_to_corps,ntw3_ac_b03_x6_019,10. Sztáray / Schwaben.R,ntw3_tow_b03_x8_042,Paul Kray 'le Fils cher de la Victoire',NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_019_0_0046_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_019_0_0046_icon.tga,e041419d8abf7de835f2b2d4928b4990530c2497985b3dbde9b73181421d854b
austria_gen_staff_019_1_0043_icon.tga,ntw3_gen_staff_019_1_0043,assigned_to_corps,ntw3_ac_b03_x6_019,10. Sztáray / Schwaben.R,ntw3_tow_b03_x8_042,Anton Sztáray de Nagy-Mihály,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_019_1_0043_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_019_1_0043_icon.tga,9afe5cd08a03dab8c4fdb51b96338a908341197936bbb88076575fb268233685
austria_gen_staff_020_0_0044_icon.tga,ntw3_gen_staff_020_0_0044,assigned_to_corps,ntw3_ac_b03_x6_020,9. Nauendorf / Schweiz,ntw3_tow_b03_x8_042,Friedrich von Nauendorf,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_020_0_0044_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_020_0_0044_icon.tga,6ffd4dfb1159c6f7a75e0d0dc87580f74221c555e98830d5750cfe6102a664e9
austria_gen_staff_021_1_0045_icon.tga,ntw3_gen_staff_021_1_0045,assigned_to_corps,ntw3_ac_b03_x6_021,6. Reuß-Plauen / Schwaben.L,ntw3_tow_b03_x8_042,Heinrich von Reuß-Plauen,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_021_1_0045_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_021_1_0045_icon.tga,69a520faec5666bd03e68230b936cd54d927a3240cd3a0bb7c9d2ad6671258a0
austria_gen_staff_027_2_0055_icon.tga,ntw3_gen_staff_027_2_0055,assigned_to_corps,ntw3_ac_b05_x6_027,12. Buxhoeveden / Slavkov.L,ntw3_tow_b05_x8_006,Johann von Schmidt,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_027_2_0055_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_027_2_0055_icon.tga,ce825e7ea6a425fa81d314f6e37569a96a260c5d2981454816cb304997ace342
austria_gen_staff_029_2_0059_icon.tga,ntw3_gen_staff_029_2_0059,assigned_to_corps,ntw3_ac_b05_x7_029,10. Bellegarde / Italien.L,ntw3_tow_b05_x8_007,Heinrich von Bellegarde,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_029_2_0059_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_029_2_0059_icon.tga,0cfe9db39ed4087eb6d093875dedd33a8a8fa801fd638195c911761f323964de
austria_gen_staff_029_4_0058_icon.tga,ntw3_gen_staff_029_4_0058,assigned_to_corps,ntw3_ac_b05_x7_029,10. Bellegarde / Italien.L,ntw3_tow_b05_x8_007,Carl von Österreich-Teschen,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_029_4_0058_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_029_4_0058_icon.tga,7ad794f8ee9ee1578d43e2054034479b45f67483f5cbcaba749d101566eaeedc
austria_gen_staff_030_0_0060_icon.tga,ntw3_gen_staff_030_0_0060,assigned_to_corps,ntw3_ac_b05_x7_030,8. Mack / Bayern,ntw3_tow_b05_x8_007,Ferdinand von Österreich-Este,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_030_0_0060_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_030_0_0060_icon.tga,11a70ccf4450b8d1b61ac40e2ec2d04ea3a93bc3f7a19a750ef4ca0b1326bc4c
austria_gen_staff_030_0_0061_icon.tga,ntw3_gen_staff_030_0_0061,assigned_to_corps,ntw3_ac_b05_x7_030,8. Mack / Bayern,ntw3_tow_b05_x8_007,Karl Mack von Leiberich,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_030_0_0061_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_030_0_0061_icon.tga,a5f52c12cf3260ee0a2bfb09bacb2082d7759542b11384ea9980d9d5939de669
austria_gen_staff_031_0_0062_icon.tga,ntw3_gen_staff_031_0_0062,assigned_to_corps,ntw3_ac_b05_x7_031,6. Johann / Tirol,ntw3_tow_b05_x8_007,Johann von Österreich,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_031_0_0062_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_031_0_0062_icon.tga,0daabfb793633425cc5dbd9109c9d942def0761a9eba0cd845889637c37711c4
austria_gen_staff_033_1_0066_icon.tga,ntw3_gen_staff_033_1_0066,assigned_to_corps,ntw3_ac_b05_x7_033,9. Reuß-Plauen / Italien.R,ntw3_tow_b05_x8_007,Heinrich von Reuß-Plauen,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_033_1_0066_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_033_1_0066_icon.tga,69a520faec5666bd03e68230b936cd54d927a3240cd3a0bb7c9d2ad6671258a0
austria_gen_staff_046_2_0079_icon.tga,ntw3_gen_staff_046_2_0079,assigned_to_corps,ntw3_ac_b08_x6_046,9. Bellegarde / I.K,ntw3_tow_b08_x8_044,Heinrich von Bellegarde,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_046_2_0079_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_046_2_0079_icon.tga,0cfe9db39ed4087eb6d093875dedd33a8a8fa801fd638195c911761f323964de
austria_gen_staff_047_1_0080_icon.tga,ntw3_gen_staff_047_1_0080,assigned_to_corps,ntw3_ac_b08_x6_047,7. Kollowrat / II.K,ntw3_tow_b08_x8_044,Johann von Kollowrat-Krakowsky,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_047_1_0080_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_047_1_0080_icon.tga,2e282511abe1a9fe34c92d6acc88d1fc2e4ac61632fac97d8923158f79e804ce
austria_gen_staff_048_3_0081_icon.tga,ntw3_gen_staff_048_3_0081,assigned_to_corps,ntw3_ac_b08_x6_048,8. Hohenzollern / III.K,ntw3_tow_b08_x8_044,Friedrich Xaver von Hohenzollern-Hechingen,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_048_3_0081_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_048_3_0081_icon.tga,7e6766653181fe29a0e5b530488b6579123883f22085d9273d88503d4885af76
austria_gen_staff_049_0_0082_icon.tga,ntw3_gen_staff_049_0_0082,assigned_to_corps,ntw3_ac_b08_x6_049,9. Rosenberg / IV.L,ntw3_tow_b08_x8_044,Franz von Orsini zu Rosenberg,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_049_0_0082_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_049_0_0082_icon.tga,ca270ad645dbe219851386d0c3d306aa902e834d6bedf4fabcf667fe1999438b
austria_gen_staff_050_0_0083_icon.tga,ntw3_gen_staff_050_0_0083,assigned_to_corps,ntw3_ac_b08_x6_050,6. Ludwig / V.K,ntw3_tow_b08_x8_044,Ludwig von Habsburg-Lothringen,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_050_0_0083_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_050_0_0083_icon.tga,277d5293dac539657b3f9933f20e1f02113ad1ce40d306196da4700f317b243c
austria_gen_staff_051_1_0084_icon.tga,ntw3_gen_staff_051_1_0084,assigned_to_corps,ntw3_ac_b08_x5_051,10. Hiller / VI.K,ntw3_tow_b08_x8_044,Johann von Hiller,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_051_1_0084_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_051_1_0084_icon.tga,0ef89991456178ffd70f66916f22040f739fc7c791c21879d134d8093c9e4317
austria_gen_staff_052_0_0085_icon.tga,ntw3_gen_staff_052_0_0085,assigned_to_corps,ntw3_ac_b08_x6_052,8. D’Este / VII.K,,Ferdinand von Österreich-Este,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_052_0_0085_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_052_0_0085_icon.tga,11a70ccf4450b8d1b61ac40e2ec2d04ea3a93bc3f7a19a750ef4ca0b1326bc4c
austria_gen_staff_053_4_0086_icon.tga,ntw3_gen_staff_053_4_0086,assigned_to_corps,ntw3_ac_b08_x6_053,11. Liechtenstein / RK,ntw3_tow_b08_x8_044,Johann von Liechtenstein [C1],NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_053_4_0086_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_053_4_0086_icon.tga,a4d2dc226e9e126c27c5b57dc2b8463d01df0fa31b0f80822456ae849c327cb5
austria_gen_staff_053_6_0559_icon.tga,ntw3_gen_staff_053_6_0559,assigned_to_corps,ntw3_ac_b08_x6_053,11. Liechtenstein / RK,ntw3_tow_b08_x8_044,Carl von Österreich-Teschen [C1],NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_053_6_0559_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_053_6_0559_icon.tga,8fc7f9df9e7415378b4c1ec139649370494d33b17130af89e48b2f726ff93568
austria_gen_staff_054_2_0087_icon.tga,ntw3_gen_staff_054_2_0087,assigned_to_corps,ntw3_ac_b08_x6_054,4. Kienmayer / Aufstand,,Michael von Kienmayer,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_054_2_0087_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_054_2_0087_icon.tga,0b417ece797f4c163b260e242e903150376ca64ac27b19f37dfe7e6e34c3b8b0
austria_gen_staff_128_4_0165_icon.tga,ntw3_gen_staff_128_4_0165,assigned_to_corps,ntw3_ac_a11_x7_128,8. Schwarzenberg / XII.C,ntw3_tow_a11_x8_029,Karl Philipp zu Schwarzenberg,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_128_4_0165_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_128_4_0165_icon.tga,86965e854dff49cf27dedc7db387c6180cb479ee22c1c9d09190d528bbbcf9c2
austria_gen_staff_159_2_0003_icon.tga,ntw3_gen_staff_159_2_0003,assigned_to_corps,ntw3_ac_b14_x6_159,5. Bubna / Alpen.L,ntw3_tow_b14_x8_031,Ferdinand von Bubna und Littitz,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_159_2_0003_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_159_2_0003_icon.tga,b02c099085fbc2ee8f38686d86bfb8e94c84251e44fbe6226038b5491425f8a2
austria_gen_staff_160_5_0543_icon.tga,ntw3_gen_staff_160_5_0543,assigned_to_corps,ntw3_ac_b14_x6_160,8. Frimont / Alpen.R,ntw3_tow_b14_x8_031,Johann von Frimont,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_160_5_0543_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_160_5_0543_icon.tga,4cab51e4b0138aab073e827e8ec3c0059f6b9b7ee12b228e5c52fb5008d7c16e
austria_gen_staff_161_3_0019_icon.tga,ntw3_gen_staff_161_3_0019,assigned_to_corps,ntw3_ac_b14_x6_161,8. Bianchi / Italien.R,ntw3_tow_b14_x8_031,Vinzenz Ferrerius von Bianchi,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_161_3_0019_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_161_3_0019_icon.tga,c56c6687fe89b36cef823904bc8c6b5253976eb20be9a25303adcadaf581788c
austria_gen_staff_162_3_0004_icon.tga,ntw3_gen_staff_162_3_0004,assigned_to_corps,ntw3_ac_b14_x6_162,5. Neipperg / Italien.L,ntw3_tow_b14_x8_031,Adam von Neipperg,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_162_3_0004_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_162_3_0004_icon.tga,60dc258cc55055ebb365721ff145d379fc89d6212a10b0f01b92f6e6d1f83570
austria_gen_staff_208_0_0317_icon.tga,ntw3_gen_staff_208_0_0317,assigned_to_corps,ntw3_hre,9. Heiliges Römisches Reich,,Eugène-Guillaume d'Argenteau,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_208_0_0317_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_208_0_0317_icon.tga,99ff1d8f5174aa34e6cf744e75122a17a9ae55afb7ba930b1864371d14556e6a
austria_gen_staff_208_0_0320_icon.tga,ntw3_gen_staff_208_0_0320,assigned_to_corps,ntw3_hre,9. Heiliges Römisches Reich,,Johann von Beaulieu,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_208_0_0320_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_208_0_0320_icon.tga,700b1180bc5742e9d2c949fbf400351e375f5335449fd79c2d3696dfc2f86d90
austria_gen_staff_208_0_0322_icon.tga,ntw3_gen_staff_208_0_0322,assigned_to_corps,ntw3_hre,9. Heiliges Römisches Reich,,Carl-Joseph Hadik von Futak,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_208_0_0322_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_208_0_0322_icon.tga,7bfcedba3e599efa1e94e0063f2f2c54dfaa7fc27aa4e5c94bec79feb22bd0e0
austria_gen_staff_208_0_0568_icon.tga,ntw3_gen_staff_208_0_0568,assigned_to_corps,ntw3_hre,9. Heiliges Römisches Reich,,Wilhelm von Wartensleben,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_208_0_0568_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_208_0_0568_icon.tga,ca6f43626b7c501d96bea6c334abf79a670a484d68390d3b8b0590e90a86fd59
austria_gen_staff_208_1_0326_icon.tga,ntw3_gen_staff_208_1_0326,assigned_to_corps,ntw3_hre,9. Heiliges Römisches Reich,,Paul Kray 'le Fils cher de la Victoire',NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_208_1_0326_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_208_1_0326_icon.tga,e041419d8abf7de835f2b2d4928b4990530c2497985b3dbde9b73181421d854b
austria_gen_staff_208_1_0327_icon.tga,ntw3_gen_staff_208_1_0327,assigned_to_corps,ntw3_hre,9. Heiliges Römisches Reich,,Peter Ott von Bártorkés,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_208_1_0327_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_208_1_0327_icon.tga,cf2cf8800106a7c0fab7d48a2bde7a8a0e91fd4e4191d0a96a6d97813360cdd8
austria_gen_staff_208_1_0328_icon.tga,ntw3_gen_staff_208_1_0328,assigned_to_corps,ntw3_hre,9. Heiliges Römisches Reich,,Peter Vitus von Quosdanovich,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_208_1_0328_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_208_1_0328_icon.tga,54b2d2c9691da6956f4c86e867e64d9dca36083701f5712fea1138a4a7b85c01
austria_gen_staff_208_1_0562_icon.tga,ntw3_gen_staff_208_1_0562,assigned_to_corps,ntw3_hre,9. Heiliges Römisches Reich,,Anton Sztáray de Nagy-Mihály,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_208_1_0562_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_208_1_0562_icon.tga,62c61a0d3cd2587ffca2648d8d432119bb91a77c504178282a0eee38de73291e
austria_gen_staff_208_2_0318_icon.tga,ntw3_gen_staff_208_2_0318,assigned_to_corps,ntw3_hre,9. Heiliges Römisches Reich,,Friedrich von Hotze,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_208_2_0318_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_208_2_0318_icon.tga,1a5b8596488d9c43114a30ccfbed3b8db87a4cfae142e4677d1bc4993380ce5c
austria_gen_staff_208_2_0321_icon.tga,ntw3_gen_staff_208_2_0321,assigned_to_corps,ntw3_hre,9. Heiliges Römisches Reich,,József Alvinczi,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_208_2_0321_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_208_2_0321_icon.tga,9b50234fb54f52371666fb815c8c705fb983d43e5c9111d2e4da4d65a4425e21
austria_gen_staff_208_2_0324_icon.tga,ntw3_gen_staff_208_2_0324,assigned_to_corps,ntw3_hre,9. Heiliges Römisches Reich,,Michael von Melas,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_208_2_0324_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_208_2_0324_icon.tga,20a9221fb66bdd61e14f4585d0ae0996b837543901eec17628a2a2ffc67645bf
austria_gen_staff_208_5_0316_icon.tga,ntw3_gen_staff_208_5_0316,assigned_to_corps,ntw3_hre,9. Heiliges Römisches Reich,,Carl von Österreich-Teschen,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_208_5_0316_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_208_5_0316_icon.tga,7ad794f8ee9ee1578d43e2054034479b45f67483f5cbcaba749d101566eaeedc
austria_gen_staff_244_0_0536_icon.tga,ntw3_gen_staff_244_0_0536,assigned_to_corps,ntw3_ac_b08_x6_244,12. Johann / IX.K,ntw3_tow_b08_x8_046,Johann Baptist von Österreich,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_244_0_0536_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_244_0_0536_icon.tga,0daabfb793633425cc5dbd9109c9d942def0761a9eba0cd845889637c37711c4
